"","landslide_category","landslide_trigger","landslide_size","landslide_setting","fatality_count","injury_count","country_name","year"
"9639","landslide","tropical_cyclone","medium","unknown",0,NA,"Philippines","10"
"9640","landslide","downpour","medium","unknown",0,NA,"India","10"
"9641","rock_fall","rain","small","above_road",0,1,"United States","15"
"9642","landslide","downpour","medium","unknown",0,NA,"Georgia","10"
"9643","rock_fall","downpour","medium","above_road",1,4,"India","16"
"9644","landslide","downpour","medium","unknown",0,NA,"United States","10"
"9645","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"9646","landslide","unknown","unknown","above_road",0,0,"United States","11"
"9647","landslide","continuous_rain","medium","above_road",0,0,"United States","15"
"9648","landslide","rain","small","urban",1,0,"India","14"
"9649","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"9650","landslide","downpour","medium","unknown",5,NA,"China","11"
"9651","mudslide","tropical_cyclone","medium","unknown",1,NA,"Guatemala","08"
"9652","landslide","rain","medium","unknown",NA,NA,"Nepal","07"
"9653","mudslide","rain","medium","unknown",0,0,"United States","15"
"9654","landslide","downpour","medium","unknown",0,NA,"Indonesia","10"
"9655","landslide","downpour","small","unknown",0,NA,"United States","09"
"9656","mudslide","unknown","small","above_road",0,0,"United States","15"
"9657","landslide","downpour","medium","below_road",0,0,"Guatemala","14"
"9658","landslide","downpour","small","above_road",NA,NA,"Fiji","16"
"9659","mudslide","rain","medium","unknown",0,NA,"United States","13"
"9660","landslide","unknown","unknown","above_road",0,0,"United States","12"
"9661","debris_flow","rain","medium","unknown",0,NA,"Pakistan","10"
"9662","landslide","downpour","medium","urban",0,2,"Lebanon","15"
"9663","mudslide","unknown","medium","above_road",0,0,"United States","14"
"9664","landslide","tropical_cyclone","large","unknown",NA,NA,"Philippines","11"
"9665","mudslide","rain","small","unknown",0,NA,"United States","12"
"9666","unknown","rain","large","above_road",0,0,"Malaysia","15"
"9667","landslide","downpour","small","unknown",0,NA,"United States","12"
"9668","mudslide","downpour","small","above_road",0,0,"United States","15"
"9669","debris_flow","downpour","medium","unknown",NA,NA,"United States","12"
"9670","landslide","downpour","medium","unknown",0,NA,"India","10"
"9671","landslide","downpour","medium","above_road",0,0,"United States","15"
"9672","landslide","unknown","unknown","above_road",0,0,"United States","14"
"9673","landslide","downpour","small","unknown",0,NA,"India","11"
"9674","complex","tropical_cyclone","medium","unknown",NA,NA,"Vietnam","08"
"9675","landslide","downpour","medium","mine",8,0,"Indonesia","15"
"9676","landslide","tropical_cyclone","medium","unknown",7,NA,"Vietnam","09"
"9677","debris_flow","downpour","medium","natural_slope",0,0,"United States","15"
"9678","landslide","downpour","small","unknown",0,NA,"Ireland","10"
"9679","landslide","downpour","medium","unknown",NA,NA,"India","08"
"9680","debris_flow","flooding","small","above_road",0,0,"United States","15"
"9681","landslide","downpour","small","above_road",0,0,"United States","15"
"9682","landslide","continuous_rain","medium","above_road",0,0,"India","15"
"9683","landslide","downpour","small","unknown",0,NA,"United Kingdom","10"
"9684","landslide","rain","medium","above_road",0,0,"Guatemala","15"
"9685","complex","unknown","medium","unknown",6,NA,"India","12"
"9686","landslide","downpour","small","above_road",0,0,"Australia","16"
"9687","landslide","downpour","medium","unknown",2,NA,"Kyrgyzstan","11"
"9688","mudslide","rain","medium","unknown",0,0,"Malaysia","09"
"9689","landslide","downpour","large","unknown",5,NA,"Indonesia","11"
"9690","landslide","downpour","medium","unknown",0,NA,"United States","11"
"9691","landslide","downpour","medium","unknown",NA,NA,"United States","12"
"9692","mudslide","downpour","medium","unknown",NA,NA,"Japan","08"
"9693","landslide","unknown","unknown","above_road",0,0,"United States","14"
"9694","landslide","downpour","medium","unknown",0,NA,"India","13"
"9695","rock_fall","earthquake","small","above_road",0,0,"El Salvador","14"
"9696","landslide","downpour","medium","unknown",9,NA,"China","09"
"9697","landslide","unknown","unknown","above_road",0,0,"United States","12"
"9698","landslide","unknown","large","above_road",0,0,"United States","14"
"9699","landslide","rain","medium","unknown",NA,NA,"India","08"
"9700","landslide","rain","small","unknown",0,0,"India","14"
"9701","landslide","unknown","unknown","above_road",0,0,"United States","14"
"9702","complex","downpour","large","natural_slope",72,NA,"Nepal","12"
"9703","landslide","unknown","small","unknown",NA,NA,"Dominican Republic","07"
"9704","landslide","unknown","unknown","above_road",0,0,"United States","11"
"9705","landslide","rain","medium","unknown",5,NA,"Pakistan","10"
"9706","landslide","rain","very_large","unknown",43,NA,"China","13"
"9707","mudslide","rain","medium","urban",0,0,NA,"17"
"9708","landslide","downpour","medium","bluff",0,0,"United States","15"
"9709","landslide","unknown","unknown","above_road",0,0,"United States","12"
"9710","landslide","downpour","medium","above_road",0,0,"New Zealand","16"
"9711","rock_fall","unknown","medium","above_road",0,0,"United States","16"
"9712","landslide","rain","large","unknown",0,NA,"Pakistan","11"
"9713","mudslide","downpour","medium","unknown",2,NA,"Brazil","10"
"9714","landslide","downpour","medium","unknown",NA,NA,"Philippines","13"
"9715","landslide","rain","small","natural_slope",0,0,"Malaysia","15"
"9716","landslide","downpour","large","above_road",0,1,"Indonesia","14"
"9717","mudslide","downpour","medium","unknown",0,NA,"Dominican Republic","09"
"9718","landslide","downpour","medium","unknown",0,NA,"Malaysia","11"
"9719","landslide","tropical_cyclone","medium","unknown",25,NA,"Haiti","08"
"9720","riverbank","downpour","medium","above_river",0,0,NA,"15"
"9721","landslide","tropical_cyclone","medium","unknown",NA,NA,"Taiwan","09"
"9722","landslide","downpour","small","unknown",0,NA,"United States","10"
"9723","debris_flow","tropical_cyclone","large","unknown",0,0,"Philippines","15"
"9724","landslide","rain","medium",NA,0,0,NA,"16"
"9725","landslide","downpour","medium","above_road",0,0,"India","16"
"9726","mudslide","flooding","large","above_road",0,0,"United States","15"
"9727","mudslide","downpour","small","unknown",0,NA,"United States","10"
"9728","landslide","unknown","unknown","above_road",0,0,"United States","12"
"9729","landslide","rain","medium","unknown",NA,NA,"Kenya","07"
"9730","rock_fall","downpour","small","above_road",0,0,"United States","15"
"9731","rock_fall","downpour","medium","unknown",0,NA,"Philippines","10"
"9732","landslide","rain","small","above_road",0,0,"Panama","15"
"9733","landslide","rain","medium","unknown",0,NA,"Nepal","13"
"9734","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"9735","landslide","downpour","medium","unknown",NA,NA,"India","11"
"9736","landslide","downpour","medium","unknown",0,NA,"United States","11"
"9737","landslide","rain","medium","deforested_slope",6,0,"Mexico","15"
"9738","mudslide","downpour","medium","above_road",0,0,"United States","14"
"9739","rock_fall","unknown","medium","above_road",0,0,"United States","16"
"9740","landslide","downpour","medium","unknown",0,NA,"India","11"
"9741","landslide","tropical_cyclone","medium","unknown",0,0,"Philippines","14"
"9742","landslide","snowfall","small","above_road",0,0,NA,"17"
"9743","mudslide","downpour","small","above_road",0,0,"Canada","14"
"9744","mudslide","rain","medium","unknown",19,NA,"Brazil","09"
"9745","landslide","rain","medium","natural_slope",0,0,NA,"17"
"9746","landslide","downpour","medium","unknown",0,NA,"United States","11"
"9747","landslide","unknown","large","above_road",0,0,"Nepal","16"
"9748","landslide","unknown","medium","above_road",0,0,"United States","16"
"9749","landslide","rain","medium","unknown",NA,NA,"India","07"
"9750","landslide","rain","medium","unknown",NA,NA,"American Samoa","12"
"9751","mudslide","rain","small","unknown",0,NA,"United States","12"
"9752","landslide","downpour","medium","unknown",0,NA,"India","10"
"9753","landslide","downpour","large","unknown",5,0,"Afghanistan","14"
"9754","mudslide","downpour","large","unknown",10,NA,"Peru","09"
"9755","landslide","unknown","unknown","above_road",0,0,"United States","13"
"9756","rock_fall","downpour","small","unknown",NA,NA,"United States","09"
"9757","landslide","continuous_rain","medium","deforested_slope",5,0,"Indonesia","14"
"9758","landslide","rain","medium","above_road",0,0,"United States","15"
"9759","landslide","downpour","medium","unknown",0,NA,"Pakistan","13"
"9760","landslide","rain","medium","unknown",1,NA,"Vietnam","10"
"9761","mudslide","downpour","small","unknown",5,0,"Kenya","16"
"9762","rock_fall","snowfall","medium","above_road",0,0,"Bulgaria","15"
"9763","mudslide","downpour","small","above_road",NA,NA,"Australia","09"
"9764","landslide","downpour","large","unknown",0,NA,"Canada","13"
"9765","landslide","rain","medium","unknown",NA,NA,"Papua New Guinea","13"
"9766","landslide","downpour","medium","above_road",0,0,"India","16"
"9767","rock_fall","construction","medium","mine",0,0,"United States","15"
"9768","landslide","downpour","medium","unknown",NA,NA,"India","08"
"9769","mudslide","downpour","small","unknown",NA,NA,"United States","08"
"9770","landslide","unknown","unknown","above_road",0,0,"United States","15"
"9771","landslide","downpour","medium","unknown",0,0,"United States","14"
"9772","landslide","tropical_cyclone","medium","unknown",0,NA,"Trinidad and Tobago","10"
"9773","landslide","rain","medium","urban",0,0,"Guatemala","15"
"9774","landslide","downpour","medium","unknown",NA,NA,"Indonesia","12"
"9775","landslide","unknown","unknown","above_road",0,0,"United States","13"
"9776","mudslide","downpour","medium","unknown",3,NA,"Peru","12"
"9777","landslide","downpour","small","unknown",0,NA,"United States","11"
"9778","landslide","unknown","medium","above_road",0,0,"United Kingdom","14"
"9779","landslide","rain","large","unknown",2,NA,"Indonesia","12"
"9780","mudslide","downpour","medium","unknown",NA,NA,"United States","12"
"9781","landslide","rain","medium","unknown",6,0,"Colombia","14"
"9782","mudslide","downpour","medium","unknown",NA,NA,"Canada","08"
"9783","landslide","downpour","medium","below_road",0,0,"Malaysia","15"
"9784","landslide","downpour","small","unknown",0,NA,"United States","11"
"9785","landslide","downpour","small","unknown",0,NA,"United States","10"
"9786","landslide","downpour","small","above_road",0,0,"Costa Rica","15"
"9787","landslide","downpour","small","unknown",0,NA,"United States","12"
"9788","complex","downpour","medium","unknown",0,NA,"United States","11"
"9789","landslide","downpour","medium","unknown",0,NA,"United Kingdom","10"
"9790","landslide","downpour","medium","unknown",10,NA,"Guatemala","10"
"9791","mudslide","rain","medium","unknown",0,NA,"United States","11"
"9792","mudslide","earthquake","medium","unknown",0,NA,"New Zealand","11"
"9793","landslide","snowfall","medium","unknown",NA,NA,"United States","13"
"9794","rock_fall","unknown","medium","above_road",0,0,"United States","15"
"9795","landslide","monsoon","small","urban",1,0,"Philippines","15"
"9796","landslide","downpour","medium","unknown",NA,NA,"India","07"
"9797","debris_flow","rain","medium","unknown",0,NA,"United States","11"
"9798","complex","downpour","very_large","unknown",52,NA,"India","07"
"9799","mudslide","downpour","large","unknown",13,NA,"Brazil","11"
"9800","landslide","rain","medium","unknown",NA,NA,"Nigeria","08"
"9801","mudslide","unknown","small","unknown",0,NA,"United States","09"
"9802","landslide","rain","small","mine",3,0,"Philippines","16"
"9803","landslide","rain","medium","unknown",2,NA,"China","12"
"9804","landslide","rain","medium","unknown",NA,NA,"Philippines","08"
"9805","landslide","monsoon","small","unknown",0,0,"Indonesia","14"
"9806","landslide","unknown","small","above_river",0,0,"United States","15"
"9807","landslide","rain","medium","unknown",NA,NA,"Myanmar [Burma]","08"
"9808","mudslide","downpour","medium","unknown",5,0,"Myanmar [Burma]","14"
"9809","landslide","rain","large","unknown",11,4,"Indonesia","13"
"9810","rock_fall","rain","medium","above_road",0,0,"Greece","09"
"9811","rock_fall","rain","medium","above_road",12,0,"China","15"
"9812","landslide","downpour","medium","unknown",0,NA,"Nepal","13"
"9813","landslide","unknown","unknown","above_road",0,0,"United States","15"
"9814","mudslide","downpour","medium","unknown",0,NA,"Norway","11"
"9815","landslide","downpour","small","unknown",0,NA,"United States","11"
"9816","mudslide","tropical_cyclone","small","unknown",0,NA,"United States","10"
"9817","landslide","rain","small","unknown",NA,NA,"United States","08"
"9818","landslide","rain","large","unknown",17,NA,"Pakistan","10"
"9819","landslide","downpour","medium","unknown",6,0,"Nepal","14"
"9820","landslide","unknown","unknown","above_road",0,0,"United States","12"
"9821","rock_fall","rain","small","above_road",0,0,"Costa Rica","14"
"9822","rock_fall","downpour","medium","unknown",0,NA,"India","13"
"9823","landslide","unknown","small","above_road",0,0,"United States","16"
"9824","landslide","rain","small","above_road",0,0,NA,"17"
"9825","landslide","rain","medium","above_road",0,0,"United States","16"
"9826","landslide","unknown","unknown","above_road",0,0,"United States","16"
"9827","mudslide","downpour","medium","unknown",4,NA,"Colombia","10"
"9828","landslide","tropical_cyclone","medium","unknown",14,NA,"India","09"
"9829","landslide","downpour","medium","unknown",0,NA,"United States","11"
"9830","mudslide","downpour","medium","unknown",0,NA,"Namibia","11"
"9831","landslide","snowfall","large","unknown",52,0,"Afghanistan","15"
"9832","mudslide","rain","medium","unknown",NA,NA,"United States","12"
"9833","mudslide","downpour","small","unknown",0,NA,"United States","11"
"9834","landslide","downpour","medium","unknown",1,NA,"Sri Lanka","11"
"9835","mudslide","downpour","medium","unknown",0,NA,"United States","11"
"9836","landslide","downpour","medium","unknown",0,NA,"North Korea","11"
"9837","creep","downpour","medium","bluff",0,0,"United Kingdom","16"
"9838","landslide","unknown","medium","unknown",NA,NA,"Cameroon","07"
"9839","landslide","rain","medium","natural_slope",0,0,NA,"16"
"9840","landslide","continuous_rain","medium","unknown",0,0,"Nepal","16"
"9841","mudslide","tropical_cyclone","small","unknown",13,NA,"Vietnam","09"
"9842","landslide","tropical_cyclone","medium","unknown",1,NA,"Philippines","13"
"9843","landslide","unknown","unknown","above_road",0,0,"United States","11"
"9844","unknown","monsoon","unknown","unknown",40,20,"Nepal","16"
"9845","landslide","downpour","medium","unknown",4,NA,"Indonesia","07"
"9846","mudslide","downpour","small","unknown",0,NA,"United States","10"
"9847","landslide","downpour","medium","unknown",0,NA,"Brazil","10"
"9848","landslide","continuous_rain","small","above_road",0,0,"India","15"
"9849","mudslide","rain","small","unknown",0,NA,"United States","12"
"9850","landslide","continuous_rain","medium","unknown",0,0,"Nicaragua","14"
"9851","rock_fall","rain","small","above_road",0,0,NA,"17"
"9852","mudslide","rain","small","above_road",0,0,"United States","15"
"9853","landslide","downpour","medium","unknown",NA,NA,"Panama","08"
"9854","landslide","rain","small","above_road",0,0,"Panama","15"
"9855","landslide","rain","small","unknown",0,NA,"India","13"
"9856","landslide","downpour","medium","unknown",0,NA,"Italy","10"
"9857","landslide","unknown","unknown","above_road",0,0,"United States","15"
"9858","landslide","rain","small","above_road",0,0,NA,"17"
"9859","landslide","downpour","medium","unknown",0,NA,"India","11"
"9860","landslide","unknown","medium","retaining_wall",2,7,NA,"16"
"9861","mudslide","downpour","medium","unknown",2,NA,"Brazil","11"
"9862","debris_flow","rain","medium","burned_area",0,0,"United States","14"
"9863","rock_fall","construction","medium","mine",0,2,"Canada","16"
"9864","complex","rain","medium","unknown",NA,NA,"United States","08"
"9865","landslide","downpour","medium","natural_slope",0,0,"Malaysia","15"
"9866","landslide","rain","medium","unknown",6,NA,"India","07"
"9867","landslide","downpour","medium","mine",2,3,"Pakistan","15"
"9868","rock_fall","rain","medium","natural_slope",0,0,NA,"16"
"9869","landslide","unknown","small","above_road",0,0,NA,"17"
"9870","rock_fall","rain","small","above_road",0,0,NA,"17"
"9871","landslide","downpour","small","above_road",0,0,NA,"17"
"9872","landslide","downpour","medium","unknown",0,NA,"Philippines","11"
"9873","landslide","continuous_rain","small","natural_slope",0,0,NA,"17"
"9874","landslide","rain","small","above_road",0,0,NA,"16"
"9875","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"9876","debris_flow","continuous_rain","medium","above_road",0,0,NA,"17"
"9877","mudslide","rain","medium","urban",0,0,NA,"17"
"9878","mudslide","rain","small","above_road",0,0,NA,"17"
"9879","mudslide","rain","small","above_road",0,0,NA,"17"
"9880","mudslide","rain","small","above_road",0,0,NA,"17"
"9881","mudslide","construction","medium","engineered_slope",1,5,NA,"16"
"9882","landslide","downpour","medium","unknown",0,NA,"Philippines","11"
"9883","mudslide","rain","small","above_road",0,0,NA,"17"
"9884","mudslide","rain","small","above_road",0,0,NA,"17"
"9885","mudslide","downpour","medium","above_road",0,0,NA,"17"
"9886","mudslide","tropical_cyclone","small","natural_slope",0,0,NA,"17"
"9887","mudslide","downpour","small","above_road",0,0,NA,"17"
"9888","rock_fall","rain","small","above_road",0,0,NA,"17"
"9889","rock_fall","snowfall","small","above_river",0,0,NA,"17"
"9890","mudslide","continuous_rain","small","above_road",0,0,NA,"17"
"9891","landslide","downpour","unknown","natural_slope",0,0,NA,"17"
"9892","landslide","rain","small","above_road",0,0,NA,"17"
"9893","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"9894","rock_fall","snowfall","small","above_road",0,0,NA,"17"
"9895","rock_fall","earthquake","small","natural_slope",0,0,NA,"17"
"9896","mudslide","downpour","medium","above_road",0,0,NA,"17"
"9897","landslide","rain","small","above_road",0,0,NA,"17"
"9898","landslide","rain","small","natural_slope",0,0,NA,"17"
"9899","landslide","downpour","small","above_road",0,0,NA,"17"
"9900","landslide","downpour","medium","urban",0,0,NA,"17"
"9901","rock_fall","continuous_rain","small","above_road",0,0,NA,"17"
"9902","landslide","rain","small","below_road",0,0,NA,"17"
"9903","landslide","earthquake","small","above_road",0,0,NA,"16"
"9904","landslide","rain","small","above_road",0,0,NA,"17"
"9905","landslide","rain","medium","below_road",0,0,NA,"17"
"9906","mudslide","rain","medium","above_road",0,0,NA,"17"
"9907","landslide","downpour","medium","below_road",0,0,NA,"17"
"9908","mudslide","rain","small","above_road",0,0,NA,"17"
"9909","rock_fall","rain","small","above_road",0,0,NA,"17"
"9910","mudslide","downpour","small","above_road",0,0,NA,"17"
"9911","landslide","downpour","medium","unknown",0,NA,"Philippines","09"
"9912","mudslide","rain","small","above_road",0,0,NA,"17"
"9913","landslide","downpour","small","above_road",0,0,NA,"16"
"9914","landslide","rain","medium","below_road",0,0,NA,"17"
"9915","mudslide","downpour","small","above_road",0,0,NA,"17"
"9916","rock_fall","rain","small","above_road",0,0,NA,"16"
"9917","mudslide","downpour","small","above_road",0,0,NA,"17"
"9918","debris_flow","continuous_rain","small","above_road",0,0,NA,"17"
"9919","mudslide","rain","small","above_road",0,0,NA,"17"
"9920","landslide","rain","medium","natural_slope",0,0,NA,"17"
"9921","mudslide","rain","small","above_road",0,0,NA,"17"
"9922","landslide","rain","small","above_road",0,0,NA,"16"
"9923","mudslide","snowfall","small","above_road",0,0,NA,"17"
"9924","landslide","unknown","small","above_road",0,0,NA,"17"
"9925","earth_flow","rain","medium","below_road",0,0,NA,"17"
"9926","mudslide","rain","small","above_road",0,0,NA,"17"
"9927","rock_fall","unknown","small","above_road",0,0,NA,"17"
"9928","landslide","snowfall","small","above_road",0,0,NA,"17"
"9929","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"9930","mudslide","continuous_rain","small","above_road",0,0,NA,"17"
"9931","landslide","downpour","small","above_road",0,0,NA,"17"
"9932","landslide","rain","small","above_road",0,0,NA,"17"
"9933","landslide","tropical_cyclone","medium","unknown",0,0,"Philippines","14"
"9934","landslide","rain","small","above_road",0,0,NA,"17"
"9935","mudslide","rain","medium","above_road",0,0,NA,"17"
"9936","mudslide","rain","small","natural_slope",0,0,NA,"17"
"9937","landslide","rain","small","above_road",0,0,NA,"16"
"9938","landslide","downpour","medium","above_road",0,0,NA,"17"
"9939","rock_fall","rain","medium","above_road",0,0,NA,"17"
"9940","landslide","rain","medium","below_road",0,0,NA,"17"
"9941","rock_fall","rain","small","above_road",0,0,NA,"17"
"9942","landslide","unknown","small","natural_slope",0,NA,NA,"17"
"9943","rock_fall","rain","small","above_road",0,0,NA,"17"
"9944","mudslide","continuous_rain","small","above_road",0,0,NA,"17"
"9945","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"9946","mudslide","rain","medium","above_road",0,0,NA,"17"
"9947","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"9948","mudslide","rain","small",NA,0,0,NA,"17"
"9949","landslide","rain","medium","above_road",0,0,NA,"17"
"9950","mudslide","rain","small","above_road",0,0,NA,"17"
"9951","landslide","downpour","medium",NA,0,0,NA,"16"
"9952","rock_fall","unknown","small","above_road",0,0,NA,"17"
"9953","mudslide","rain","medium","below_road",0,0,NA,"17"
"9954","rock_fall","no_trigger","small","above_road",0,0,NA,"17"
"9955","mudslide","rain","small","above_road",0,0,NA,"17"
"9956","landslide","rain","small","above_road",0,0,NA,"17"
"9957","mudslide","continuous_rain","small","above_road",0,0,NA,"17"
"9958","landslide","snowfall","small","above_road",0,0,NA,"17"
"9959","mudslide","rain","small","above_road",0,0,NA,"17"
"9960","landslide","rain","medium","above_road",0,0,NA,"17"
"9961","mudslide","rain","medium","urban",NA,NA,NA,"17"
"9962","rock_fall","unknown","small","above_road",0,0,NA,"17"
"9963","mudslide","rain","medium","above_road",0,0,NA,"17"
"9964","mudslide","snowfall","small","above_road",0,0,NA,"17"
"9965","mudslide","downpour","small","above_road",0,0,NA,"17"
"9966","rock_fall","no_trigger","small","above_road",0,0,NA,"17"
"9967","mudslide","rain","small","above_road",0,0,NA,"17"
"9968","rock_fall","rain","small","above_road",0,0,NA,"17"
"9969","mudslide","rain","medium","above_road",0,0,NA,"17"
"9970","mudslide","rain","small","above_road",0,0,NA,"17"
"9971","landslide","rain","small","above_road",0,0,NA,"17"
"9972","landslide","rain","small","above_road",0,0,NA,"17"
"9973","landslide","rain","medium","natural_slope",0,0,NA,"17"
"9974","mudslide","rain","medium","below_road",0,0,NA,"17"
"9975","rock_fall","rain","small","above_road",0,0,NA,"16"
"9976","landslide","rain","small","above_road",0,0,NA,"17"
"9977","rock_fall","rain","small","above_road",0,0,NA,"17"
"9978","landslide","continuous_rain","small","above_coast",0,0,NA,"17"
"9979","mudslide","rain","small","above_road",0,0,NA,"17"
"9980","landslide","rain","small","above_road",0,0,NA,"17"
"9981","landslide","rain","medium","natural_slope",0,0,NA,"17"
"9982","landslide","unknown","small","above_road",0,0,NA,"17"
"9983","mudslide","rain","medium","above_road",0,0,NA,"16"
"9984","rock_fall","rain","small","above_road",0,0,NA,"17"
"9985","landslide","rain","medium","above_road",0,0,NA,"16"
"9986","landslide","rain","small","below_road",0,0,NA,"17"
"9987","mudslide","rain","small","above_road",0,0,NA,"17"
"9988","landslide","unknown","small","above_road",0,0,NA,"17"
"9989","rock_fall","downpour","small","above_road",0,0,NA,"17"
"9990","landslide","rain","medium","above_road",0,0,NA,"16"
"9991","mudslide","downpour","small","above_road",0,0,NA,"17"
"9992","landslide","rain","small","above_road",0,0,NA,"17"
"9993","landslide","rain","small","below_road",0,0,NA,"17"
"9994","landslide","construction","medium","engineered_slope",0,0,NA,"17"
"9995","landslide","rain","small","above_road",0,0,NA,"17"
"9996","landslide","downpour","small","unknown",0,NA,"United States","11"
"9997","landslide","downpour","medium","natural_slope",0,0,NA,"17"
"9998","mudslide","rain","small","above_road",0,0,NA,"17"
"9999","mudslide","rain","medium","above_road",0,0,NA,"17"
"10000","rock_fall","continuous_rain","small","above_road",0,0,NA,"17"
"10001","landslide","rain","small","above_road",1,0,NA,"16"
"10002","landslide","rain","medium","above_road",0,1,NA,"17"
"10003","mudslide","rain","small","above_road",0,0,NA,"17"
"10004","mudslide","continuous_rain","medium","below_road",0,0,NA,"17"
"10005","rock_fall","no_trigger","small","above_road",0,0,NA,"17"
"10006","rock_fall","unknown","small","above_road",0,0,NA,"17"
"10007","rock_fall","rain","small","above_road",0,0,NA,"16"
"10008","landslide","downpour","small","above_road",0,0,NA,"17"
"10009","landslide",NA,"large","above_road",0,0,NA,"16"
"10010","landslide","continuous_rain","medium","above_road",3,1,NA,"17"
"10011","landslide","downpour","medium","natural_slope",0,0,NA,"17"
"10012","rock_fall","rain","small","urban",0,0,NA,"17"
"10013","landslide","downpour","medium","unknown",0,NA,"United States","11"
"10014","landslide","unknown","small","above_road",0,1,NA,"16"
"10015","mudslide","rain","medium","above_road",0,0,NA,"17"
"10016","mudslide","rain","small","above_road",0,0,NA,"17"
"10017","landslide","downpour","small","above_road",0,0,NA,"17"
"10018","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"10019","landslide","rain","medium","natural_slope",0,0,NA,"17"
"10020","rock_fall","freeze_thaw","small","above_road",0,0,NA,"17"
"10021","landslide","other","medium","above_road",0,0,NA,"16"
"10022","landslide","rain","medium","above_road",0,0,NA,"16"
"10023","mudslide","downpour","medium","natural_slope",0,0,NA,"17"
"10024","landslide","rain","small","above_road",0,0,NA,"17"
"10025","landslide","rain","small","above_road",0,0,NA,"16"
"10026","landslide","rain","medium","above_road",0,0,NA,"17"
"10027","mudslide","flooding","medium","below_road",0,0,NA,"17"
"10028","mudslide","rain","medium","above_road",0,0,NA,"17"
"10029","landslide","rain","medium","natural_slope",0,0,NA,"17"
"10030","landslide","rain","small","above_road",0,0,NA,"17"
"10031","mudslide","rain","small","above_road",0,0,NA,"17"
"10032","mudslide","rain","small","above_road",0,0,NA,"17"
"10033","mudslide","rain","small","above_road",0,0,NA,"17"
"10034","landslide","rain","small","above_road",0,0,NA,"17"
"10035","landslide","rain","small","above_road",0,0,NA,"17"
"10036","mudslide","rain","small","engineered_slope",0,0,NA,"17"
"10037","landslide","rain","small","above_road",0,0,NA,"17"
"10038","landslide","rain","large","natural_slope",0,0,NA,"17"
"10039","landslide","rain","medium","above_road",0,0,NA,"17"
"10040","rock_fall","downpour","small","above_road",0,0,NA,"17"
"10041","debris_flow","rain","small","above_road",0,0,NA,"17"
"10042","landslide","continuous_rain","small","above_road",0,0,NA,"17"
"10043","landslide","snowfall","small","above_road",0,0,NA,"17"
"10044","landslide","downpour","large","unknown",16,NA,NA,"17"
"10045","landslide","downpour","small","below_road",0,0,NA,"17"
"10046","rock_fall","downpour","medium","above_road",0,0,NA,"17"
"10047","mudslide","leaking_pipe","small","urban",0,0,NA,"17"
"10048","landslide","downpour","small","above_road",0,0,NA,"17"
"10049","trans_slide","rain","medium","above_road",0,0,NA,"16"
"10050","rock_fall","rain","small","above_road",0,0,NA,"17"
"10051","landslide","rain","small","above_road",1,0,NA,"16"
"10052","landslide","rain","small","above_road",0,0,NA,"17"
"10053","landslide","no_trigger","small","above_road",0,0,NA,"17"
"10054","rock_fall","unknown","small","above_road",0,0,NA,"17"
"10055","landslide","rain","small","below_road",0,0,NA,"17"
"10056","landslide","downpour","small","above_river",0,0,NA,"17"
"10057","landslide","downpour","small","above_road",0,0,NA,"16"
"10058","landslide","construction","small","engineered_slope",1,0,NA,"17"
"10059","rock_fall","rain","small","above_road",0,0,NA,"17"
"10060","landslide","rain","large","above_road",0,0,NA,"16"
"10061","landslide","downpour","unknown","natural_slope",0,0,NA,"17"
"10062","landslide","downpour","small","above_road",0,0,NA,"17"
"10063","rock_fall","rain","small","above_road",0,0,NA,"17"
"10064","landslide","monsoon","medium","unknown",NA,NA,"Indonesia","13"
"10065","landslide","embank_coll","small","urban",0,0,NA,"17"
"10066","rock_fall","rain","medium","above_road",0,0,NA,"17"
"10067","mudslide","construction","medium",NA,3,0,NA,"16"
"10068","mudslide","rain","small","above_road",0,0,NA,"17"
"10069","landslide","downpour","small","above_road",0,0,NA,"17"
"10070","mudslide","downpour","small","above_road",0,0,NA,"17"
"10071","landslide","rain",NA,NA,2,2,NA,"16"
"10072","landslide","unknown","large","above_coast",0,0,NA,"17"
"10073","landslide","rain","small","above_road",1,0,NA,"16"
"10074","rock_fall","rain","small","above_road",0,0,NA,"16"
"10075","landslide","rain","small","above_road",0,0,NA,"17"
"10076","landslide","rain","small","above_road",0,0,NA,"17"
"10077","landslide","rain","very_large","above_road",0,0,NA,"17"
"10078","rock_fall",NA,"large",NA,0,0,NA,"16"
"10079","landslide","continuous_rain","large","unknown",7,7,NA,"17"
"10080","landslide","monsoon","medium","unknown",NA,NA,"Indonesia","13"
"10081","mudslide","rain","medium","below_road",0,0,NA,"17"
"10082","landslide","downpour","small","above_road",0,0,NA,"17"
"10083","landslide","rain","medium","natural_slope",0,0,NA,"17"
"10084","landslide","rain","small","below_road",0,0,NA,"17"
